編號,案類,發生(現)日期,發生時段,發生(現)地點
354,住宅竊盜,1040725,13~15,台北市信義區中興里嘉興街31~60號
355,住宅竊盜,1040727,07~09,台北市松山區健康路8巷1~30號
356,住宅竊盜,1040727,07~09,台北市松山區寶清街1~30號
357,住宅竊盜,1040727,19~21,台北市士林區陽明里華岡路31~60號
358,住宅竊盜,1040729,10~12,台北市松山區民權東路五段31~60號
359,住宅竊盜,1040730,13~15,台北市大同區華亭街1~30號
360,住宅竊盜,1040730,16~18,台北市萬華區大理街170巷1弄1~30號
361,住宅竊盜,1040731,01~03,台北市松山區南京東路五段251巷24弄1~30號
362,住宅竊盜,1040731,04~06,台北市松山區健康路325巷18弄1~30號
363,住宅竊盜,1040731,07~09,台北市中正區廈安里大埔街21巷1~30號
364,住宅竊盜,1040731,10~12,台北市松山區南京東路五段281巷1~30號
365,住宅竊盜,1040731,13~15,台北市松山區南京東路五段251巷24弄1~30號
366,住宅竊盜,1040731,19~21,台北市南港區九如里研究院路2段182巷79弄1 ~ 30號
367,住宅竊盜,1040731,22~24,台北市中山區民權西路61~90號
368,住宅竊盜,1040801,22~24,台北市中山區林森北路107巷31~60號
369,住宅竊盜,1040803,22~24,台北市文山區木柵里木柵路三段85巷23弄1~30號
370,住宅竊盜,1040804,04~06,台北市士林區新安里7鄰仰德大路三段106巷1~30號
371,住宅竊盜,1040805,13~15,台北市松山區南京東路五段123巷1弄1~30號
372,住宅竊盜,1040806,13~15,台北市內湖區內湖路二段103巷119弄1~30號
373,住宅竊盜,1040806,16~18,台北市北投區開明里復興四路8巷1~30號
374,住宅竊盜,1040807,01~03,台北市中山區松江路108巷1~30號
375,住宅竊盜,1040810,13~15,台北市萬華區西園路二段372巷3弄31~60號
376,住宅竊盜,1040810,16~18,台北市內湖區安泰街49巷1~30號
377,住宅竊盜,1040810,19~21,台北市中山區林森北路391~420號
378,住宅竊盜,1040810,19~21,台北市中山區龍江路377巷1~30號
379,住宅竊盜,1040811,04~06,台北市士林區社新里社子街61~90號
380,住宅竊盜,1040811,10~12,台北市士林區臨溪里9鄰至善路二段342巷1~30號
381,住宅竊盜,1040812,07~09,台北市大同區建明里華陰街72巷1~30號
382,住宅竊盜,1040812,19~21,台北市中山區林森北路107巷61~90號
383,住宅竊盜,1040813,13~15,台北市信義區黎平里和平東路三段301~330號
384,住宅竊盜,1040813,16~18,台北市北投區湖山里紗帽路1~30號
385,住宅竊盜,1040814,07~09,台北市大安區錦安里麗水街31~60號
386,住宅竊盜,1040814,10~12,台北市文山區木柵里7鄰木柵路三段85巷8弄1~30號
387,住宅竊盜,1040815,07~09,台北市大同區迪化街二段151~180號
388,住宅竊盜,1040815,07~09,台北市信義區大道里林口街181~210號
389,住宅竊盜,1040815,10~12,台北市大安區大學里新生南路三段70巷2弄1~30號
390,住宅竊盜,1040815,10~12,台北市大安區古莊里羅斯福路2段91 ~ 120號
391,住宅竊盜,1040815,13~15,台北市大同區建明里華陰街72巷1~30號
392,住宅竊盜,1040815,13~15,台北市大安區誠安里忠孝東路三段301~330號
393,住宅竊盜,1040817,01~03,台北市北投區八仙里崇仁路一段159巷1~30號
394,住宅竊盜,1040817,01~03,台北市信義區四維里松山路241~270號
395,住宅竊盜,1040817,16~18,台北市松山區南京東路五段271~300號
396,住宅竊盜,1040817,19~21,台北市士林區天玉里中山北路七段51巷1~30號
397,住宅竊盜,1040818,19~21,台北市南港區九如里研究院路三段211~240號
398,住宅竊盜,1040820,01~03,台北市信義區景新里莊敬路289巷5弄18號
399,住宅竊盜,1040821,22~24,台北市南港區九如里研究院路三段211~240號
400,住宅竊盜,1040822,07~09,台北市中山區樂群二路266巷91~120號
401,住宅竊盜,1040822,22~24,台北市文山區博嘉里4鄰木柵路四段159巷170弄1~30號
402,住宅竊盜,1040823,01~03,台北市中正區廈安里中華路二段109巷1~30號
403,住宅竊盜,1040823,19~21,台北市北投區桃源里崗山路11巷1~30號
404,住宅竊盜,1040823,19~21,台北市萬華區西園路二段372巷3弄31~60號
405,住宅竊盜,1040824,10~12,台北市信義區六合里信義路五段150巷418弄1~30號
406,住宅竊盜,1040824,19~21,台北市士林區仁勇里小東街31~60號
407,住宅竊盜,1040825,10~12,台北市中正區新營里金華街1~30號
408,住宅竊盜,1040825,16~18,台北市大安區通化里10鄰通化街19巷1~30號
409,住宅竊盜,1040826,19~21,台北市內湖區內湖路一段91巷35弄1~30號
410,住宅竊盜,1040827,13~15,台北市士林區福志里福林路271~300號
411,住宅竊盜,1040827,16~18,台北市大同區永樂里10鄰民樂街1~30號
412,住宅竊盜,1040828,07~09,台北市大安區華聲里光復南路72巷23弄1~30號
413,住宅竊盜,1040828,13~15,台北市士林區天壽里4鄰中山北路六段441巷31~60號
414,住宅竊盜,1040828,13~15,台北市萬華區青年路1~30號
415,住宅竊盜,1040828,22~24,台北市中山區中山北路二段115巷1~30號
416,住宅竊盜,1040829,01~03,台北市文山區樟樹里13鄰興隆路四段74巷1~30號
417,住宅竊盜,1040829,07~09,台北市中正區廈安里中華路二段175巷31~60號
418,住宅竊盜,1040829,13~15,台北市北投區八仙里中央南路二段1~30號
419,住宅竊盜,1040830,07~09,台北市文山區明義里9鄰興隆路四段44巷1~30號
420,住宅竊盜,1040831,04~06,台北市士林區葫蘆里延平北路五段231巷31~60號
421,住宅竊盜,1040831,10~12,台北市中正區幸市里仁愛路二段61~90號
422,住宅竊盜,1040831,10~12,台北市信義區四育里虎林街30巷1~30號
423,住宅竊盜,1040831,13~15,台北市萬華區西昌街181~210號
424,住宅竊盜,1040831,16~18,台北市北投區石牌里致遠一路一段46巷1~30號
425,住宅竊盜,1040901,22~24,台北市大安區通化里通化街39巷1~30號
426,住宅竊盜,1040903,10~12,台北市松山區民生東路5段138巷1 ~ 30號
427,住宅竊盜,1040903,13~15,台北市北投區雙全街62巷1~30號
428,住宅竊盜,1040905,19~21,台北市中山區民族東路391~420號
429,住宅竊盜,1040905,19~21,台北市松山區饒河街121~150號
430,住宅竊盜,1040905,19~21,台北市萬華區廣州街186巷1~30號
431,住宅竊盜,1040906,01~03,台北市士林區忠誠里忠誠路一段91~120號
432,住宅竊盜,1040906,13~15,台北市內湖區民權東路六段413巷1~30號
433,住宅竊盜,1040907,13~15,台北市松山區敦化南路一段1~30號
434,住宅竊盜,1040908,10~12,台北市大安區虎嘯里4鄰敦化南路二段181~210號
435,住宅竊盜,1040908,10~12,台北市中正區文盛里汀州路三段151~180號
436,住宅竊盜,1040908,22~24,台北市中山區林森北路133巷31~60號
437,住宅竊盜,1040908,22~24,台北市中山區敬業1路181~210號
438,住宅竊盜,1040909,13~15,台北市中山區北安路608巷5弄1~30號
439,住宅竊盜,1040910,10~12,台北市士林區福順里重慶北路四段31~60號
440,住宅竊盜,1040910,19~21,台北市松山區八德路四段691~720號
441,住宅竊盜,1040911,07~09,台北市萬華區環河南路三段151~180號
442,住宅竊盜,1040911,10~12,台北市松山區八德路二段391~420號
443,住宅竊盜,1040912,07~09,台北市文山區順興里18鄰恆光街17巷1~30號
444,住宅竊盜,1040913,04~06,台北市信義區永春里永吉路481~510號
445,住宅竊盜,1040913,10~12,台北市大同區老師里延平北路四段153巷1~30號
446,住宅竊盜,1040913,19~21,台北市北投區大同里中央北路一段151~180號
447,住宅竊盜,1040914,04~06,台北市中正區文盛里羅斯福路三段244巷10弄1~30號
448,住宅竊盜,1040914,10~12,台北市中山區合江街31~60號
449,住宅竊盜,1040914,19~21,台北市中山區民生東路一段31~60號
450,住宅竊盜,1040915,10~12,台北市北投區林泉里泉源路21巷1~30號
451,住宅竊盜,1040915,16~18,台北市萬華區東園街66巷37弄1~30號
452,住宅竊盜,1040915,19~21,台北市中山區中山北路二段115巷3弄1~30號
453,住宅竊盜,1040917,01~03,台北市信義區六合里信義路五段150巷臨31~60號
454,住宅竊盜,1040917,19~21,台北市大安區全安里8鄰安和路二段227巷1~30號
455,住宅竊盜,1040918,04~06,台北市萬華區大埔街7巷1~30號
456,住宅竊盜,1040919,01~03,台北市中山區中山北路一段121巷1~30號
457,住宅竊盜,1040919,16~18,台北市大同區鄭州路121~150號
458,住宅竊盜,1040919,22~24,台北市大同區玉泉里貴德街1~30號
459,住宅竊盜,1040920,01~03,台北市北投區吉利里致遠二路95巷31~60號
460,住宅竊盜,1040920,10~12,台北市南港區九如里研究院路二段182巷61~90號
461,住宅竊盜,1040920,19~21,台北市中山區民權東路二段91~120號
462,住宅竊盜,1040921,01~03,台北市中正區南福里羅斯福路二段61~90號
463,住宅竊盜,1040921,04~06,台北市信義區六合里信義路五段150巷401弄1~30號
464,住宅竊盜,1040921,13~15,台北市士林區德華里文林路740巷9弄1~30號
465,住宅竊盜,1040921,13~15,台北市士林區德華里文林路740巷9弄1~30號
466,住宅竊盜,1040922,10~12,台北市北投區中庸里雙全街62巷1 ~ 30號
467,住宅竊盜,1040924,10~12,台北市北投區湖山里湖山路二段1~30號
468,住宅竊盜,1040924,19~21,台北市中正區永昌里中華路二段391~420號3樓
469,住宅竊盜,1040925,22~24,台北市中正區螢雪里泉州街121~150號
470,住宅竊盜,1040926,10~12,台北市大安區光武里22鄰復興南路一段107巷5弄1~30號
471,住宅竊盜,1040926,10~12,台北市北投區立賢里承德路七段211~240號
472,住宅竊盜,1040927,19~21,台北市中山區錦州街91~120號
473,住宅竊盜,1040928,10~12,台北市萬華區長泰街59巷1~30號
474,住宅竊盜,1040929,04~06,台北市松山區三民路151~180號
475,住宅竊盜,1040930,10~12,台北市大安區虎嘯里敦化南路二段200巷14弄1~30號
476,住宅竊盜,1040930,10~12,台北市內湖區瑞光路258巷31~60號
477,住宅竊盜,1040930,10~12,台北市南港區鴻福里玉成街235巷1~30號
478,住宅竊盜,1040930,22~24,台北市中山區天祥路47巷1~30號
479,住宅竊盜,1041001,22~24,台北市士林區三玉里7鄰德行東路219巷1~30號
480,住宅竊盜,1041001,22~24,台北市信義區忠孝東路5段31巷18弄31 ~ 60號
481,住宅竊盜,1041002,07~09,台北市中山區民生西路45巷5弄1~30號
482,住宅竊盜,1041002,16~18,台北市萬華區大理街160巷22弄1~30號
483,住宅竊盜,1041002,19~21,台北市萬華區西園路二段261巷34弄31~60號
484,住宅竊盜,1041003,07~09,台北市內湖區內湖路二段91~120號
485,住宅竊盜,1041003,07~09,台北市萬華區西寧南路121~150號
486,住宅竊盜,1041003,10~12,台北市萬華區環河南路2段130巷
487,住宅竊盜,1041003,22~24,台北市中山區中山北路二段121~150號
488,住宅竊盜,1041005,07~09,台北市松山區八德路四段245巷32弄31~60號
489,住宅竊盜,1041005,07~09,台北市松山區民生東路五段137巷4弄1~30號
490,住宅竊盜,1041005,22~24,台北市信義區黎平里富陽街87巷1~30號
491,住宅竊盜,1041006,01~03,台北市大同區老師里重慶北路三段334巷15弄1~30號
492,住宅竊盜,1041006,10~12,台北市萬華區西園路二段320巷36弄1~30號
493,住宅竊盜,1041007,01~03,台北市中山區龍江路370巷31~60號
494,住宅竊盜,1041007,13~15,台北市文山區景行里景興路241~270號
495,住宅竊盜,1041007,13~15,台北市北投區清江里大興街24巷2弄1~30號
496,住宅竊盜,1041007,13~15,台北市信義區惠安里吳興街506巷1~30號
497,住宅竊盜,1041009,19~21,台北市萬華區成都路91~120號
498,住宅竊盜,1041011,16~18,台北市信義區雅祥里松信路31~60號
499,住宅竊盜,1041011,22~24,台北市內湖區內湖路一段91巷151~180號
500,住宅竊盜,1041011,22~24,台北市中正區林興里水源路1 ~ 30號
501,住宅竊盜,1041013,07~09,台北市文山區樟腳里9鄰恆光街30巷1~30號
502,住宅竊盜,1041013,07~09,台北市松山區撫遠街403巷1~30號
503,住宅竊盜,1041013,13~15,台北市信義區五全里永吉路200巷41弄1~30號
504,住宅竊盜,1041016,10~12,台北市士林區天玉里天母西路31~60號
505,住宅竊盜,1041018,04~06,台北市中正區忠勤里汀州路一段92巷1~30號
506,住宅竊盜,1041018,07~09,台北市萬華區富福里大理街1~30號
507,住宅竊盜,1041019,01~03,台北市萬華區昆明路121~150號
508,住宅竊盜,1041019,13~15,台北市中正區河堤里汀州路二段151~180號
509,住宅竊盜,1041020,01~03,台北市大同區南芳里安西街91巷1~30號
510,住宅竊盜,1041020,07~09,台北市大同區延平里安西街91巷1~30號
511,住宅竊盜,1041020,07~09,台北市萬華區中華路二段416巷61~90號
512,住宅竊盜,1041020,13~15,台北市大安區復興南路126巷1~30號
513,住宅竊盜,1041021,07~09,台北市信義區三犁里03鄰松仁路253巷01弄1~30號
514,住宅竊盜,1041021,19~21,台北市士林區福中里福港街121~150號
515,住宅竊盜,1041021,22~24,台北市中正區水源里羅斯福路四段40巷1~30號
516,住宅竊盜,1041023,07~09,台北市松山區南京東路五段291巷5弄1~30號
517,住宅竊盜,1041023,13~15,台北市北投區振華里懷德街98巷1~30號
518,住宅竊盜,1041023,16~18,台北市中正區螢雪里詔安街61 ~ 90號
519,住宅竊盜,1041023,16~18,台北市中正區螢雪里詔安街61 ~ 90號
520,住宅竊盜,1041023,16~18,台北市中正區螢雪里詔安街61 ~ 90號
521,住宅竊盜,1041023,19~21,台北市中正區螢雪里詔安街61 ~ 90號
522,住宅竊盜,1041023,19~21,台北市中正區螢雪里詔安街61 ~ 90號
523,住宅竊盜,1041023,19~21,台北市中正區螢雪里詔安街61 ~ 90號
524,住宅竊盜,1041023,19~21,台北市中正區螢雪里詔安街61 ~ 90號
525,住宅竊盜,1041024,07~09,台北市中正區南門里博愛路230巷1~30號
526,住宅竊盜,1041026,10~12,台北市南港區聯成里忠孝東路六段278巷22弄1~30號
527,住宅竊盜,1041026,19~21,台北市中山區吉林路161巷1~30號
528,住宅竊盜,1041026,19~21,台北市中山區吉林路161巷1~30號
529,住宅竊盜,1041027,10~12,台北市士林區聖山里忠誠路一段171巷10弄1~30號
530,住宅竊盜,1041027,22~24,台北市士林區福佳里文林路495巷1~30號
531,住宅竊盜,1041029,07~09,台北市松山區民生東路五段69巷1弄31~60號
532,住宅竊盜,1041030,10~12,台北市內湖區民權東路六段481~510號
533,住宅竊盜,1041030,19~21,台北市中山區遼寧街185巷7弄1~30號
534,住宅竊盜,1041030,19~21,台北市信義區松友里虎林街241~270號
535,住宅竊盜,1041031,19~21,台北市中山區龍江路356巷1~30號
536,住宅竊盜,1041101,07~09,台北市信義區和平東路三段631巷1~30號
537,住宅竊盜,1041103,22~24,台北市中山區堤頂大道二段451~480號
538,住宅竊盜,1041103,22~24,台北市南港區東明里東明街61~90號
539,住宅竊盜,1041104,10~12,台北市士林區平等里平菁街43巷16弄1~30號
540,住宅竊盜,1041105,10~12,台北市北投區承德路七段232巷1~30號
541,住宅竊盜,1041107,04~06,台北市信義區興隆里逸仙路32巷1~30號
542,住宅竊盜,1041109,16~18,台北市中山區雙城街32巷1~30號
543,住宅竊盜,1041109,16~18,台北市內湖區樂康里24鄰安泰街1~30號
544,住宅竊盜,1041109,22~24,台北市士林區明勝里承德路四段33巷1~30號
545,住宅竊盜,1041109,22~24,台北市南港區重陽路125巷1~30號
546,住宅竊盜,1041111,10~12,台北市中山區南京東路三段48巷31~60號
547,住宅竊盜,1041111,13~15,台北市文山區興豐里5鄰興隆路一段241~270號
548,住宅竊盜,1041112,19~21,台北市士林區天山里中山北路七段14巷31~60號
549,住宅竊盜,1041112,19~21,台北市大同區保安里庫倫街31~60號
550,住宅竊盜,1041113,10~12,台北市內湖區康寧路三段165巷25弄1~30號
551,住宅竊盜,1041114,22~24,台北市大安區延吉街241巷1~30號
552,住宅竊盜,1041115,16~18,台北市文山區萬芳里028鄰萬美街1段19巷1 ~ 30號
553,住宅竊盜,1041115,19~21,台北市中山區中山北路二段93巷1~30號
554,住宅竊盜,1041116,01~03,台北市松山區南京東路五段251巷46弄1~30號
555,住宅竊盜,1041116,07~09,台北市大安區龍泉里雲和街91~120號
556,住宅竊盜,1041116,13~15,台北市內湖區新明路298巷1~30號
557,住宅竊盜,1041116,13~15,台北市萬華區青年路31~60號
558,住宅竊盜,1041117,01~03,台北市中正區龍興里南海路61~90號
559,住宅竊盜,1041117,10~12,台北市南港區合成里忠孝東路六段271~300號
560,住宅竊盜,1041117,19~21,台北市信義區泰和里吳興街583巷20弄1~30號
