ID,date_time,title,,,
ltn_5774,2018-11-12,選前縣市長任用權今中止 嘉縣府、消防局人事今定案,1,3,1
ltn_6877,2018-11-18,應曉薇選舉公報刊「假學歷」？ 傳學校創辦人曾涉詐欺,5,5,3
et_661,2018-09-30,5+2產業創新計畫　政府以具體行動支持農業發展,2,1,1
ltn_8045,2018-11-24,林佳龍:夢想生根 再啟台中未來,2,1,1
ct_3120,2018-10-27,新竹》為竹市教育打拚 謝文進成立文教後援會,1,1,1
ltn_6643,2018-11-17,林錦坤、陳歐珀齊轟照大字報念 林姿妙總部稱僅看小抄,4,3,3
ltn_6309,2018-11-15,新竹縣今天開印選票,1,1,1
et_1458,2018-10-19,抽籤變吉祥話大賽！六都候選人想哽「喊口號」,4,4,3
ct_1482,2018-10-10,台中》中市東南區議員李中成立競選總部 胡志強站台,1,1,1
ct_2932,2018-10-25,新竹》無黨籍市長候選人謝文進訪眷村博物館 向英勇飛官致敬,1,1,1
ltn_79,2018-09-25,送傅崐萁入監！數百群眾集結、徐榛蔚哭倒,5,4,3
ct_6977,2018-11-24,屏東縣長潘孟安連任成功 將繼續追求安居樂業,2,1,1
ct_4810,2018-11-10,搶搭雙11熱潮  11號候選人林學冠發起「1人1讚」做公益,1,1,2
ltn_784,2018-10-01,南投去年241人死於肺癌   林明溱將向中火求償,1,3,1
ct_1475,2018-10-10,桃園》國旗屋升旗典禮 朱珍瑤Cosplay民初風,4,4,3
ct_582,2018-10-01,花蓮》蔡碧仲代理縣長要讓縣民有感 升旗典禮只辦一次,2,1,1
ct_818,2018-10-03,花蓮團結聯盟陳抗 上演「貓捉老鼠」戲碼,4,4,3
ct_6722,2018-11-23,丁丁選前之夜人氣滾滾 訴求投票救台灣,4,1,2
et_2482,2018-10-31,影／賴香伶被打左眼濺血　勞動局：詳細狀況11月1日說明,1,3,1
et_1191,2018-10-08,影／丁守中競選曲超洗腦！　童仲彥也PO RAP：比丁丁屌,5,5,4
ltn_1234,2018-10-05,砲轟中國威脅美企  美副總統彭斯演講全文看這裡,5,5,4
ltn_2007,2018-10-12,傳柯P將為韓國瑜站台 姚文智：韓好像沒簽柯P認同卡,2,2,2
ct_918,2018-10-04,國慶不忘大陸　蘇嘉全：坦然面對中國打壓 歡樂過生日,1,1,2
et_296,2018-09-19,影／小王誤傳女武官辣照辯「網路看到」　結果背景是自己家,5,5,5
ct_1840,2018-10-14,青年挺惠美 一起來投藍,3,2,3
ltn_5599,2018-11-11,他瞬間成選戰人氣磁鐵 各級候選人都來「搶光」,5,5,5
ltn_7529,2018-11-21,選前黃金72小時 楊麗環選擇到各大廟宇上香祈福,1,1,1
et_1067,2018-10-06,馬英九：任內輸掉政權很自責,1,1,2
ct_6690,2018-11-23,《中時晚間快報》蔡壁如操作棄保  丁守中：柯從頭到尾都在算計藍綠,2,2,1
ltn_2851,2018-10-19,鄭朝方「維新3支箭」 盼用心改變新竹縣,4,2,2
ltn_1751,2018-10-10,總統國慶演說：負責任大國 不該是衝突的來源,2,1,2
ct_1337,2018-10-09,雲林》雲林副縣長指張麗善「蒜」計兒子公司提告,5,4,4
ct_1208,2018-10-07,國慶酒會高掛蔡英文拼布畫像 前外交官：搞選舉造勢？,3,5,3
ct_6253,2018-11-21,高雄》散布韓國瑜買票謠言 網友出面道歉了,5,4,4
et_2785,2018-11-03,神探回台力挺侯友宜！　李昌鈺：遷戶籍到新北,4,2,2
ltn_7669,2018-11-22,韓國瑜認了塗完護唇膏「黏黏的」 余天一句話突破盲點,5,5,5
ltn_4581,2018-11-04,推北漂南回！虧雞福來爹要漂中北部資、勞方都回台南,4,3,2
ltn_8074,2018-11-24,見民眾踴躍響應公投 李進勇：值得鼓勵,1,1,1
ltn_5855,2018-11-13,「Team KP」   柯文哲自評：史上最弱團隊,2,3,3
et_726,2018-10-01,蔡碧仲要查理想大地案　葉毓蘭：自我矮化成選舉工具,4,2,2
ct_3559,2018-10-31,許明財追悼蔣公 呼籲藍軍早日歸隊重返執政,1,2,1
ltn_8255,2018-11-24,選舉投票時間截止 斗南投票所增圈票匭因應,1,1,1
ct_3638,2018-11-01,台北》再批柯沒完成捷運 姚文智騎機車體驗「首都大環線」,4,2,2
ct_6610,2018-11-23,高雄》最大亮點？陳其邁選前之夜9：20與蘇貞昌南北連線,4,4,2
ltn_1485,2018-10-08,星期專訪》廉政署長朱家崎：不只是肅貪 還要反貪、防貪,2,1,1
ct_417,2018-09-28,丁守中：里長第一線為民服務 連薪水也沒有？,4,3,2
ltn_2859,2018-10-19,中市東南區邱素貞抽到6號 立即上街遊行壯聲勢,2,1,1
et_1764,2018-10-22,賴清德駁翻車第一時間幫黃偉哲輔選 ：唯恐天下不亂,4,4,3
ltn_6766,2018-11-18,吳敦義暗諷陳菊母豬…藍綠網友齊聲怒吼：快下台！,5,4,2
et_2339,2018-10-29,邱議瑩「老婆陪韓國瑜睡一晚」沒失言？　許淑華：思想齷齪,5,4,4
et_861,2018-10-03,國昌老師怒了　痛批法務部「英文亂翻」、「報告亂寫」,5,4,4
ltn_1956,2018-10-11,聘已故齊柏林當顧問？國民黨市議員參選人：我只有抱歉,5,4,4
ct_3389,2018-10-30,《能源大小事 鳳馨幫你問明白》生在輻中要知輻,5,3,2
ltn_1991,2018-10-12,掃街感謝市場攤商 蘇貞昌：盡力幫忙解決問題,1,1,1
et_3652,2018-11-13,影／熱唱卡啦OK搶票　柯文哲：趕快唱完趕快下班,2,2,1
ltn_6912,2018-11-18,朱立倫嗆蘇：邀蔡英文來新北站台 來一次輸10萬票,4,3,2
et_4014,2018-11-15,影／林國春質疑「家有鉅款」　蘇貞昌嗆：炒冷飯、莫須有罪名,5,3,4
et_3734,2018-11-13,影／幸福盟拉法院幫打臉「公投公報」　中選會：會依法提起抗告,5,2,4
ct_737,2018-10-02,台北》批國民黨沒做都更 姚文智在論壇被噓到爆氣,5,5,4
et_3250,2018-11-08,徐巧芯發文揭開陳其邁「暖男」面目：忘不了官僚嘴臉,5,4,4
ltn_7420,2018-11-21,啟動電話催票   林智堅：12席議員全上、讓他不孤單,3,2,1
ltn_2665,2018-10-18,李進勇推雲林5願景 絕不債留子孫,2,3,2
ltn_4826,2018-11-06,侯友宜、韓國瑜合拍競選廣告  相互催票,1,1,1
ct_6117,2018-11-20,中選會公告 撤銷7公投案政院修正意見書,1,1,1
et_158,2018-09-21,張天欽自稱東廠　吳敦義：應跟魏忠賢一樣把「那個東西」割掉,5,4,4
et_1453,2018-10-20,韓國瑜未來30天　孫大千指「千萬不能犯的6個錯誤」,5,5,4
ct_4576,2018-11-09,台北》台北民調出爐　丁守中支持度真的嚇死人！,5,5,4
ct_4056,2018-11-05,高雄》小野挺陳其邁掀選戰效應？網友2字神解,5,5,4
ct_1454,2018-10-10,關鍵時刻美青姐輔選台中？馬英九：回家請示看看,4,4,2
ltn_6607,2018-11-17,對於莫健指有外在因素影響風向 林佳龍：值得國人警惕,2,1,1
et_2809,2018-11-04,影／謝和弦寫歌力挺柯文哲　網友：扣哥超神,4,4,2
ltn_6751,2018-11-18,吳敦義「母豬說」和金馬牽動選戰？人渣文本分析大勢走向,5,5,4
ct_648,2018-10-01,宜蘭縣代理縣長陳金德遭彈劾未解職 試院將修法規範,1,1,1
ltn_3623,2018-10-27,林佳龍「牽手」今首度巿場拜票 民眾熱情握手喊「凍蒜」,4,2,2
ltn_1171,2018-10-04,質疑柯P遭圍剿 蘇上豪嘆：台灣何時變如此不理性,4,2,2
et_2604,2018-11-01,李明彥襲擊賴香伶逃逸23小時落網　柯文哲：抓到就抓到了,1,2,1
ltn_8138,2018-11-24,苗栗投票通知單 被發現夾反同文宣,1,2,1
ltn_1831,2018-10-10,韓國瑜競選影片再爆抄襲 泰國場景硬寫「高雄鳳山」,4,4,3
ct_6263,2018-11-21,新竹》超級催票機掃市場 馬英九：對楊文科很有信心,3,2,1
ct_174,2018-09-26,侯漢廷絕食160小時送醫 「以核養綠」宣告傍晚5時撤退,2,4,2
ltn_7530,2018-11-21,林佳龍大雅車隊掃街 籲對手選前不要使用奧步,3,1,1
ltn_3633,2018-10-27,延續幸福城市 林智堅競選總部成立,2,1,1
ct_476,2018-09-29,「台南市長給問嗎？」面對同性婚的挑戰  高思博：傳統值得尊重,2,2,1
ct_3479,2018-10-31,美中貿易戰 AIT處長酈英傑：美中貿易改善有助台灣,1,1,1
et_5324,2018-11-24,影／饒慶鈴開票前就發文「深信做得到」　要延續黃健庭施政,3,2,1
ltn_3270,2018-10-23,勇哥物語指「不想選就是要選」 柯P：這很奇怪...,5,4,4
ct_283,2018-09-27,新竹》遭文宣抹黑 徐欣瑩開記者會澄清,2,1,1
ct_6613,2018-11-23,台北》趙少康吳子嘉的「鐵口直斷」賣什麼藥？網友直指就是…..,5,5,4
et_1407,2018-10-20,影／大觀自救會突襲蘇貞昌造勢晚會抗議　1名成員遭警方帶上車,1,3,1
ltn_2374,2018-10-15,陳其邁造勢爆棚！  空拍照讓網友驚呆：誰說高雄五五波？,5,5,3
ct_3037,2018-10-26,《中時晚間快報》黃偉哲大創關說收賄案情升高 被害人隔海影音控訴,4,4,2
ct_5219,2018-11-13,台中》政見辯論會 林佳龍宣布：連任後會做滿四年,1,1,1
ct_5272,2018-11-14,新北》選舉倒數10天 新北民政10仙女籲投票,4,3,3
ltn_3729,2018-10-28,侯友宜輔選市議員 遇柱柱姐急著走好尷尬,4,4,2
et_953,2018-10-04,影／學者蔡志方挺婦聯會　自爆「出席費10萬變2500元」將全捐,4,3,3
et_1713,2018-10-22,影／台鐵局長鹿潔身口頭請辭　前考試院官員打臉：公務員要用書面,2,3,1
ltn_1993,2018-10-12,深澳換觀塘 吳敦義轟鄭文燦「把桃園人當軟柿子」,5,4,3
et_2523,2018-10-31,影／基隆市長原本要提宋瑋莉！郝龍斌讚「有情有義」讓她哭了,5,5,4
et_3562,2018-11-12,影／帛琉大陸觀光客減少　蔡英文：共同面對挑戰！台灣會給最大支持,2,1,1
ct_2931,2018-10-25,中選會：選民可只領部分公投票 不得2次領票,1,1,1
et_971,2018-10-04,影／「1分鐘談20億」雷倩兩度動怒　黨產會急要公文、合約,5,5,4
ltn_930,2018-10-03,統派團體慶祝「十一國慶」《BBC》：凸顯錯綜複雜的意識形態,2,2,1
ct_3296,2018-10-29,嘉義》核四燃料棒送回美國  馬英九再批：殺馬找馬,4,2,2
ct_3828,2018-11-03,高雄》「鎮港乃操」許乃文端牛肉 競選看板簡潔推政見,4,4,2
ct_2970,2018-10-26,高雄》韓國瑜出這招 讓蔡政府臉往哪擺？,5,5,5
et_5393,2018-11-24,返鄉投票！長髮妹怨「老爸長得太像某人」　網友瘋喊岳父好,5,5,5
et_2228,2018-10-27,起雞皮！5萬螞蟻人頭360度空拍照瘋傳　韓國瑜造勢「南台最團結一次」,4,4,4
et_4153,2018-11-17,鳳山大會師／晚會OPEN　11萬多韓粉旗海「翻轉高雄」,3,2,2
ltn_2974,2018-10-20,最後一張輔選王牌周美青？丁守中：黨部好像有規劃,4,3,2
ltn_7328,2018-11-20,訂購20噸高麗菜義賣 桃園選將一舉三得,4,3,2
ltn_298,2018-09-27,中共大規模監聽！前軍情局副局長爆：上校以上軍官被建檔,4,4,3
ltn_7984,2018-11-23,宜蘭縣長選前之夜 陳歐珀、林姿妙羅東冒雨掃街拚人氣,3,1,1
et_1343,2018-10-10,影／有洋蔥！國防部動畫出現0206花蓮強震　網讚畫風「超水準」,5,4,3
ltn_7362,2018-11-21,陳其邁選前之夜 擬號召20萬人拚場,3,1,1
et_3233,2018-11-08,柯一正挺陳其邁：出淤泥而不染　嗆韓國瑜「王祿仔仙」適合藝界,4,2,2
ltn_23,2018-09-24,向馬郝請益做好被打槍的準備？姚文智：我打槍他們一輩子,4,2,3
et_1076,2018-10-06,影／黃煌雄請辭促轉會　Kolas：被抹黑而無法承受,4,2,2
ct_6476,2018-11-22,台中》廖婉如臉書貼文：相信林佳龍有辦法解決空汙,2,1,1
ltn_6438,2018-11-16,蘇貞昌「會做事連線」 新影片催票,5,3,2
ct_164,2018-09-26,聯合國大會總辯論 巴拉圭馬紹爾發言挺台,1,2,1
et_550,2018-09-28,養車太貴　擁2車的車主4年大減21萬人,1,2,1
et_1730,2018-10-22,捐血站湧人潮　謝立功：血液有保存期限、不適合一窩蜂,1,1,1
ltn_6475,2018-11-16,「誰在買票？」 高思博質疑突發放淹水補助非光明手段,5,2,2
et_5167,2018-11-24,快訊／「國民黨版高嘉瑜」　徐巧芯票數比老將秦慧珠高,5,4,3
ltn_207,2018-09-26,藍營堅持總預算與前瞻分開審查 朝野協商破裂,1,3,1
ltn_1691,2018-10-09,屏東是農業縣不需要高鐵？ 潘孟安批歧視,2,2,1
ltn_2340,2018-10-15,竹市前議長鄭成光力挺許明財 大動作在議事堂表態,5,2,2
et_1444,2018-10-20,尬場還是南北呼應？　喜樂島、民進黨各辦「反併吞」活動,4,3,2
ct_6832,2018-11-24,台南》公投票攪亂 台南市各投開票所屢現爭議 民眾抱怨排隊冗長,1,1,1
ltn_6007,2018-11-14,張秀葉 檢諭令限制出境,1,1,1
ltn_2030,2018-10-12,拿護照、台胞證參觀聯合國皆遭拒 綠委批中國惡劣至極,2,2,1
et_2326,2018-10-29,印尼獅航空難　外交部：機上含機組188人無我國籍旅客,1,1,1
ltn_3613,2018-10-27,苗縣長選戰假日拚場 徐耀昌、徐定禎成立地方競總,2,1,1
et_1401,2018-10-10,國慶晚會觀眾破萬人　蘇嘉全感謝陳金德克服萬難！,2,1,1
ltn_3886,2018-10-29,韓國瑜發表官方ＭＶ「高雄ㄟ讚」 看不到又老又窮！,4,3,2
et_1745,2018-10-22,雲端最前線／普悠瑪翻覆乘客驚恐逃命 12秒驚悚畫面曝光,5,5,4
ltn_4766,2018-11-06,這次不丟鞋 獨派現身拉布條抗議、稱柯P是「習皇帝」,4,3,2
et_2829,2018-11-04,影／論述公投案比開會還隆重　段宜康穿西裝原因讓網友落淚,5,5,5
et_484,2018-09-27,賀國慶！　日本將組逾300人大團來台出席典禮及酒會,1,1,1
ct_4789,2018-11-10,10案公投綁大選 中選會首編公投公報電子書,1,1,1
ct_5492,2018-11-15,台南》高思博：張銘清事件後陸客不太敢在台南過夜,2,2,1
et_3899,2018-11-14,韓國瑜《夜襲》遭轟軍國主義　嚴德發：軍歌目的是凝聚向心力,4,2,3
ltn_6285,2018-11-15,基隆和平橋上選舉旗幟遭破壞  警方調監視器追人,2,1,1
et_1612,2018-10-18,法院加持！以核養綠「回生術」　中選會抗告僅能顧面子,5,4,2
et_2989,2018-11-06,影／小野被陳其邁操作？柯文哲：每個陣營會想怎麼做最有利,4,4,2
et_1757,2018-10-22,影／盡力協助交通部！徐國勇：每天從保一調四十個員警協助鑑定,1,1,1
ltn_1216,2018-10-05,瓜地馬拉UN未發言未致函挺台 改以推文聲援,1,1,1
ct_550,2018-09-30,高雄市》李鴻源轟市政 高市府怒：只會說風涼話,5,2,4
ltn_667,2018-09-30,她成立競選總部 顏正國站台寫「碧勝」,5,4,3
et_2144,2018-10-26,影／柯文哲出席校園活動　突遭嗆「沒有化妝不要出來嚇人」,3,2,2
ltn_352,2018-09-27,藍營分裂危機 林火旺：集中支持國民黨「讓民進黨反省」,2,2,1
ct_4795,2018-11-10,選戰最後階段 各處都有候選人競總成立 埔里還出現東門兩里長候選人拼場,4,5,3
ct_3005,2018-10-26,高雄》韓國瑜晚間首場大型造勢 台中支持者搶頭香占位！,2,3,1
ltn_1041,2018-10-03,柯P嗆告大限將至 吳祥輝：我關心的不是柯文哲這個俗辣,3,4,3
ltn_3446,2018-10-25,保證改建高雄果菜市場 陳其邁：讓攤商生意更好做,2,2,1
et_4294,2018-11-18,蔡英文回應金馬議題：不會因不同言論被消失　這就是台灣,2,2,1
ltn_1678,2018-10-09,中影相關案件大事紀,2,2,1
ct_78,2018-09-25,新北》蘇貞昌向里長道歉　張善政轟「缺乏誠意」,2,4,2
ltn_6995,2018-11-19,內政部：移民資訊系統未發現後門程式,2,1,1
ltn_4636,2018-11-05,選舉活動噪音擾人 被抱怨影響長者、小孩午睡,2,4,2
ct_5819,2018-11-18,台北》吳敦義母豬說 丁守中：失言就該道歉,3,4,2
et_4508,2018-11-20,陳其邁撞臉百萬Youtuber　9宮格圖形辨識「直接放棄帳號」,5,5,4
et_3807,2018-11-14,考試是必要之惡　柯文哲：不要幻想沒有競爭,2,3,1
ct_3183,2018-10-28,台鐵新5站啟用 總統宣示台鐵改革無上限,2,1,1
ct_6902,2018-11-24,張麗善自行宣布當選雲林縣長,1,1,1
et_3449,2018-11-10,鄭運鵬反軍國主義臉書封面卻PO阿帕契　網友蓋《夜襲》樓打臉,2,5,3
ct_6171,2018-11-20,影》韓國瑜不告鄭弘儀 網友分析：一石二鳥,2,5,3
ltn_4346,2018-11-02,竹縣地價稅暴漲爭議 前縣長鄭永金也直播回擊,4,4,2
ct_1401,2018-10-09,拉天然氣管線「開膛剖肚」 反深澳會長轟林右昌「講X話！」,5,5,2
ltn_141,2018-09-25,首度到台東輔選 吳敦義：仍希望說服鄺麗貞「競而不選」,2,2,1
et_5311,2018-11-24,快訊／新竹縣長選舉　國民黨楊文科自行宣布當選,1,1,1
ltn_5380,2018-11-10,高市電視辯論》「錯誤市長讓高雄回到威權」 陳其邁砲火猛攻韓國瑜,3,5,4
et_939,2018-10-04,年改上路申請退休警察大減　葉毓蘭：老學長跑不動、治安堪憂,2,3,1
ltn_1826,2018-10-10,深入客家票倉搶選票 陳其邁批韓國瑜應向客家人道歉,2,5,4
ct_5230,2018-11-14,台南》玉井區層林里長嚴福春 爭取4連任,1,1,1
et_2956,2018-11-06,柯文哲穩了？學者：白皮綠骨是最大的致命傷,2,4,2
ct_6855,2018-11-24,新北》圈錯公投票直接撕毀 男子遭留置送辦,1,1,1
ltn_1309,2018-10-06,國民黨死人連署「有志一同」 網友猜測原因應該是……,5,5,4
ltn_4638,2018-11-05,新北美術館選前動工 綠委質疑朱立倫根本剪綵王,2,4,2
et_3917,2018-11-15,獨／輔選喉嚨不適吃「這個」　花媽再嗆聲「麥呼國民黨唱秋」,5,5,4
et_1971,2018-10-24,【署長對院長】賭盤估蘇貞昌差距拉近到5萬票　侯友宜僅小贏,1,2,1
et_957,2018-10-04,國民黨高市黨部公投連署最多不合格　綠要韓國瑜踹共,3,4,2
et_3176,2018-11-08,「棄姚保柯」搶選票？柯文哲陣營：前提是柯本身的綠營票很少,2,4,2
ct_4128,2018-11-06,淡海輕軌即將通車  陳偉杰要求班次時間應5-6分鐘一班 以提高搭乘誘因,1,1,1
ct_2468,2018-10-20,高雄》時力巿議員候選人 抽籤走素人風,2,3,2
ltn_1452,2018-10-07,公投連署造假傳到國外 遭批「太不可思議」,3,5,4
ltn_4733,2018-11-05,盧秀燕龍井再提看花博免錢 林佳龍總部：芭樂票,2,3,2
ltn_6833,2018-11-18,張忠謀APEC與美日公開雙邊   「總統交付任務已成功完成」,1,3,1
ltn_3972,2018-10-30,「2號邁龍連線」陳其邁林佳龍首合體 要為城市竭盡所能,1,2,1
et_3488,2018-11-11,影／馬英九痛批蔡英文：再這樣下去還要丟3個邦交國,2,4,2
et_584,2018-09-28,陳致中桃色風波害到陳其邁　邱毅：韓國瑜勝選奇蹟出現,2,4,1
ltn_3759,2018-10-28,他4年2次落選 鄭文燦：心裡很難過 這次全力相挺,3,5,4
et_3846,2018-11-14,韓國瑜勝選要拍傳奇電影？他說：就叫「夜襲：瑜貴人傳」,4,5,4
ct_811,2018-10-03,政院：盼台灣成為全球綠能產業的領頭羊,1,1,1
ct_1662,2018-10-12,深澳燃煤電廠停建 朱立倫：非常歡迎,1,1,1
et_3700,2018-11-13,選前衝刺　台派挺姚文智18日辦「手護國家首都」活動,1,1,1
ct_2695,2018-10-22,內政部營建署全面清查KYB株式會社消能元件於國內使用情形,1,1,1
et_3926,2018-11-15,合體謝和弦high爆西門町　柯文哲喊話出門投票：給台灣機會,2,4,2
ltn_6659,2018-11-17,weCARE大氣球遊行8萬人響應 陳其邁籲站出來反抹黑,1,2,1
ct_304,2018-09-27,雲林20家私立幼兒園加入準公共化幼兒園  園方：希望家長願意生,1,2,1
ltn_934,2018-10-03,柯P再陷活摘器官風暴   衛福部長：先拿出證據,2,4,3
ltn_2582,2018-10-17,藍營憂選務不中立 吳敦義要求結合各地方力量共同看好,1,2,1
